text,label
अब मुझे इस बात का अफसोस होता है कि मैं उनके साथ काम नहीं कर पाया,0
गेहूं की कटाई और बढ़ते तापमान ने भी बाजार की रौनक को फीका कर दिया है,0
इसके बिना जीडीपी को दोबारा ग्रोथ के रास्ते पर लाना मुमकिन नहीं है,0
दीजिये सुबूत देता…,0
क्षेत्र के अति संवेदनशील मतदान केंद्र में सुबह छह बजे पैरामिल्ट्री फोर्स सुरक्षा में जवान तैनात थे,0
सने मेरे साथ कपटपूर्ण व्यवहार किया,0
यह वीडियो दुनिया को नम्र रहने का संदेश देती है और अमीर लोगों को भी सादगी से नहीं रहने का संदेश देती है,0
भारत में फिलहाल चालाक मीडिया मालिकों रीढ़विहीन संपादकों और अप्रशिक्षित पत्रकारों की भरमार है,0
किशनगढ़ के मार्बल सिटी अस्पताल में आंखों के ऑपरेशन के बाद फैले घातक संक्रमण का एक अन्य मरीज शनिवार को सामने आया,0
फिलहाल दोनों पुलिस कर्मियों की हालत खतरे से बाहर बताई जा रही है,1
सूक्ष्मदर्शी व्यक्ति बात की गहराई में जाकर उसके कारणों को समझ लेता है,1
बाकी कलाकार भरपाई के लिए हैं,0
डेटा चोरी पर की लड़ाई डेटा चोरी में कौन माहिर,0
उसका जीवन अध्यात्म से अछूता रहा,0
सिर्फ सोचने से क्या होता अच्छा है कुछ कर जाना नहीं माँगकर भीख दया की हक की खातिर लड़ जाना,1
फिल्म को लोग पचा नहीं पाए,0
शिक्षार्थीओं को सोशल मीडिया का रचनात्मक इस्तेमाल करने बारे जानकारी जितनी मर्ज़ी दे दो बनाने तो इन्हें ही हैं,0
जाहिर तौर पर यह तस्वीर सुखद नहीं है,0
बई की पारी के दौरान वें ओवर में कीरोन पोलार्ड को इतना गुस्सा आ गया कि वो अपना बल्ला मिशेल स्टार्क पर फेंकने को मजबूर हो गए,0
गौरतलब है कि वर्ल्ड बैंक ने उच्च शिक्षा विभाग को लोन पर देने के लिए करोड़ की सैद्घांतिक सहमति दी है,1
केजरीवाल और चिदम्बरम दोनो के सोंच में ज्यादा फ़र्क़ नही है तथापि एक को मौका मिला जबकि दूसरे को मौका का ताक हैं,0
जान जोखिम में डालकर की जा रही यह यात्रा कहीं मंगल को अमंगल न कर दे इसका भय बना हुआ है,0
दलबीर का संघर्ष एक सीमित दायरे में सिमट कर रह जाता है,0
शुक्रिया,1
उनकी जगह गुपचुप तरीके से नए कर्मचारी भर्ती कर लिए हैं,0
विवाह आदि अवसरों पर सभी लोग बाँके जवान दिखने की कोशिश करते हैं,1
कप्तान धौनी और रवींद्र जडेजा ने भी उपयोगी प्रदर्शन किया है,1
तीन दिन की तपिश से राहत मिली है लेकिन अब पारा फिर चढ़ने लगा है,0
बैंक के कारोबारी निदेशक लियू गुइपिंग ने कहा कि एबीसी अपनी क्रेडिट कार्ड सेवाओं को उन्नत बनाने के लिए शहरों में महिला ग्राहकों को तवज्जों दे रहा है,0
टाटा मोटर्स ने गुरुवार को अपनी क्रॉसओवर व्हीकल आरिया का उन्नत संस्करण लांच किया है,1
अखिलेश ने मोदी की चाय पर चुटकी ली और कहा कि अंग्रेजों ने तो देश को चाय पिलाकर गुलाम बना दिया,0
जिला पंचायत ने पत्र लिखकर इन गांवों के लिए पैसे न जारी करने कहा है,0
सौ गुना बढ़ जाती है खूबसूरती महज़ मुस्कराने सेफिर भी बाज नही आते लोग बुरा सा मुँह बनाने स,0
पर अब उसे इन पागलों से निपटना पड़ेगा की क्या हालत कर दी गद्दाफी क्रूर था पर सनकी नहींअब तो सारे कट्टर आतंकी हैं,0
कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है,1
इसके बाद चेन्नई की रन गति धीमी पड़ गई और नियमित अंतराल में विकेट गंवाने से स्थिति और बिगाड़ दी,0
ईश्वर की कृपा सदैव आप पर बनी रहे व आप तटस्थ पत्रकारिता के जिम्मेदारी…,1
उन्होंने कहा कि वह भयभीत न हो और उनके साथ पूरा न्याय किया जाएगा,1
पवन बंसल के घर आज बकरे की बलि दी गयीये बकरे तो कटतेबचते रहेंगे पर इनकी अम्मा कब तक ख़ैर मनाएगी,0
उन्होंने शाहिद के डर खौफ संघर्ष जिद और जीत को बखूबी व्यक्त किया है,1
क्रिस लिन ने नामुमकिन कैच को अपने गजब के बॉडी बैलेंस से लपक लिया,1
स प्रदर्शन से मुझे और परिपक्व गेंदबाज बनने में मदद मिलेगी और बचे हुए मैचों के लिये मेरा आत्मविश्वास भी बढ़ेगा,1
कोई भी काम तरीक़े से करना चाहिए,1
हालांकि इन स्तरों से शेयर में बढ़त मुमकिन है,1
खिलाड़ियों का मनोबल किसी भी स्थिति में नहीं टूटना चाहिए,1
शहर में हो रही घटनाओं को लेकर व्यापारियों में खासा आक्रोश है,0
समाजवादी पार्टी के घर का बवाल अब सिर्फ एक ही प्राणी शांत करा सकता है मच्छर चिकनगुनिया का मच्छर,1
चेकिंग करने के बाद सब कुछ सही सलामत पुलिस व प्रबंधन ने राहत की सांस ली,1
पाकिस्तान ने आज ही के दिन श्रीकृष्ण के इस मंदिर पर फेंके थे बम पश्चिम भारत के महत्वपूर्ण तीर्थस्थल और चार,0
उनमें से प्रतिशत से ज्यादा फेल हो रहे हैं जबकि परीक्षा पास करने वाले लोग खुद को खुशनसीब मान रहे हैं,1
बातचीत के निष्कर्ष को यदि जातीय समीकरण की कसौटी पर परखें तो केजरीवाल की झोली वोटों से भरती दिख रही है,1
जम्मूकश्मीर बाढ़ ने लिया हालात का जायजा करोड़ रुपए की दी आर्थिक सहायता हिन्दी,1
गीतसंगीत में भी दम नहीं है,0
कुल मिलाकर इसक एक ऐसी खिचड़ी बन गई है जो हर कौर में पिछले स्वाद को कुचल देती है,0
हज यात्रा की तैयारियां जोर शोर से चल रही हैं,1
बीरभूम जिला न्यायाधीश की भेजी रिपोर्ट को असंतोषप्रद बताया है,0
वाह केजरू वाह,1
मुख्य मंत्रीगायब महोदय बिहार फिर आपने पुराने रास्ते पर चल निकला है जैसे लूटमार चोरी डकैती अगर इस पर ध्यान नहीं दिया गया तो आप भी गए,0
निर्देशक अमित सक्सेना की जिस्म इससे कई गुना अच्छी फिल्म थी,0
गणपति बप्पा मोरया,1
इन अकुशल ड्राइवरों के कार चलाने से शहर में भले ही किसी की जान पर आफत आ जाए,0
फिल्म के टीजर रिलीज के बाद तो यह इंतजार और तेज हो गया है क्योंकि फिल्म का टीजर काफी प्रभावशाली था,1
मैं नहीं चाहती कि अभी मैं ऐसा कुछ कर लूं जिसके लिए बाद में पछताना पड़े,0
अर्जुन कपूर ने कहा कि मैं शुक्रगुजार हूं कि लोगों ने अपने मन में बनी मेरी छवि बदल ली है,1
जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने की कोशिश की है,1
धरती का स्वर्ग कश्मीर इनदिनों बदहाल है लगातार बारिश ने हालात बिगाड़ दिए हैं पीएम ने अपने दौरे के,0
धूप छांव का विपरीत असर मूंग की फसल पर पड़ा है,0
ये बिटिया मुंबई से आने बाली ट्रैन में बरेली में मिली है इसका नाम सोनल पटेल है कृपिया अपनी बेटी समझ कर आगे शेयर करें…,1
पंजाब आशा के अनुसार एक बार फिर बेहतरीन बल्लेबाजी की और जीत के साथ टॉप पर पहुंच गई,1
दोनों ही कटक से मुंबई तक के लंबे सफर के बाद थके हुए थे लेकिन इसके बावजूद दोनों की मस्ती में कोई कमी नहीं आई,1
रन ना मिलने से निराश अमित मिश्रा वापस क्रीज में लौट ही रहे थे कि इन कुछ सेकंड में जबरदस्त कॉमेडी हुई,0
गोगोई पर उम्र और थकान असर दिखा रही है,0
लेकिन उन्हें साम दाम दंड और भेद चाहे जैसे बॉलीवुड में तो एंट्री मिल गई लेकिन अभिनेता शिवम को आने वाले दिनों में अपने करियर पर और भी फोकस करना होगा,0
इससे बच्चों का शारीरिक एवं मानसिक विकास होता है,1
चिड़ियाउड़,1
पांच दिन से अज्ञात बीमारी के कारण मछलियां मरना शुरू हो गई,0
निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं,1
मेरी जय में सर आप की विजय है ऐसे डराया मत करिए सर प्लीज,1
हैट्रिक जीत में कोयला बाधा नहीं जिंदल स्टील ऐंड पावर के चेयरमैन नवीन जिंदल अपनी हैट्रिक जीत के प्रति आश्वस्त हैं,1
यहां व्यापक पैमाने पर अनियमितता बरती जा रही है,0
कभीकभी कुछ महत्वाकांक्षियों की अत्यधिक लालसा समाज के पतन में सहभागी हो जाती है,1
शुभ मंगल सावधान पूरी तरह से मनोरंजक और जिम्मेदार फ़िल्म है,1
बेतहाशा बिजली कटौती से लोगों में काफी नाराजगी है,0
आंध्र प्रदेश कैडर के एक नौकरशाह ने कहा केसीआर ने तेलंगाना के समर्थन में आवाज बुलंद नहीं की होती अगर उन्हें मंत्री पद मिल गया होता,0
बेहतर जीवन जीयें काबू में रखें प्रार्थना के वक़्त अपने दिल को काबू में रखें खाना खाते समय पेट को,1
माँ के बेटे जो सीमा पर लिखते हैं अपने शोणित से समझोतों वाली स्याही से दिल्ली वाले धो देते हैं,0
सरदार को हॉकी इंडिया लीग में अच्छे प्रदर्शन की उम्मीद हैं,1
वन्य प्राणियों को मारना कानूनन जुर्म है,0
ऐसा पहली बार नहीं है जब लैटिन अमेरिकी स्टेडियम में रहस्यमयी परछाई देखी गई है,0
हरफनमौला युसफ पठान को उस भरोसे पर खरा उतरना होगा जो टीम ने उस पर दोबारा जताया है,1
महेन्द्र सिंह धोनी स्वभाव से लजीज भोजन पसंद करने वाले व्यक्ति हैं लेकिन उन्हें अपनी फिटनेस को बरकरार रखने के लिए इन सब से बचना पड़ता है,1
ख़बरदार आ गयी है एंजिनीरिंग कॉलेज की सूची,0
अच्छा हुआ कि वफादारी की कोई जात नहीं होतीवरना कुत्ते भी साथ जात देखकर ही निभाते,0
उम्मीद के विपरीत दोनों ही ट्रेनों में यात्रियों की संख्या काफी कम रहती है,0
मगर कहानी में कोई ख़ास दम नहीं है,0
साफ लगता है कि बोल्‍डनेस की चाह रखने वालों का खास ख्‍याल रखा गया है,0
टमाटर की अपेक्षा टॉमेटो केचप सॉस सूप या सब्जी का शोरबा खाने से हमें ज्यादा लाइकोपीन मिलेगा,1
आब्दी ने बीबीसी को फोन पर बताया कि बीसीसीआई का निर्णय एकदम अनुचित है और वह अदालत की शरण में जाएंगे,0
हद है यार वो गर्व से ज्वाइन करे तो भी सेकुलर कहे जाते हैंहम का नाम भी ले तो सांप्रदायिक बन जाते हैं,0
ठिंगना व्यक्ति कूदकूद कर वृक्ष की डाल पकड़ने की कोशिश कर रहा था,0
किंतु तबादले का यह सिलसिला अगर लगातार बनी रहे तो विरोध में आवाज उठना भी लाजिमी है,1
जैसे मैं पूरी तरह आश्वस्त था कि पहले मैं सीधा लड़का था,1
उन्हें मेरी शार्ट ड्रेस पर आपत्ति थी और छोटी सी बात का तमाशा बना दिया,0
सभी की मेहनत के बावजूद कुछ छूट जाता है,0
टीवीएस स्टार सिटी के इस नए अवतार में कंपनी ने बहुत सारे नए फीचर्स भी जोड़े हैं जो इसें पहले वाले मॉडल से ज्यादा आकर्षक बनाते हैं,1
मुठभेड़ में बदमाश की गोली से घायल दरोगा व सिपाही की दिलेरी का हर कोई कायल है,1
बैकग्राउंड स्कोर की मदद व कैमरे के एरियल शॉट ने उसे और निखारा है,1
अंधाधुंधगोलीबारी में चार लोगों की मौत हो गई,0
हमें बुरे काम नहीं करना चाहिए,0
श्रीलंका ने भी सटीक जवाब देने का प्रयास किया है,1
इन सभी देशों से सबसे ज्यादा करीब विदेशी प्रशंसकों के आने की उम्मीद है,1
हमारा आत्मविश्वास थोड़ा गिरा हुआ था,0
मुंबई ने मेरे व्यक्तित्व में सुधार किया है,1
निर्दोष को के गलत इस्तेमाल से फँसाया गया,0
उनका कहना था कि इससे कोई कंपनी दिवालिया भी हो सकती है,0
मैं युवी के जुझारूपन का कायल रहा हूं जिसने मैदान के भीतर और बाहर कई चुनौतियों का सामना किया है,1
भारतीय समाज में सेक्स अभी तक वर्जित विषय है,0
उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहींकहीं इटरेस्टिंग हो जाती ह,1
मेरा दिल जलता नही सुलगता है ऐहयात जब तुम मुस्कुराकर किसी और से बात करते हो,0
कार्यक्रम की शुरूआत ज्योत प्रज्वलित करके की गई,1
पीपरा वासी दो किलोमीटर दूर नदी का गंदा पानी पीने को विवश है,0
महिलाओं की शक की उच्चतापति मैं तुम्हारे साथ साल रहूँगा और प्यार करूँगापत्नी उसके बाद कहाँ मुंह मारने का इरादा है,0
पार्थिव पटेल भी कुछ ख़ास नहीं कर सके,0
निर्देशक की अपारंपरिक कास्टिंग से फिल्म की विश्वसनीयता बढ़ गई है,1
अवसादग्रस्त रोगी का उचित उपचार किया जाना चाहिए,1
रावण दहन के मौके पर चीफ गेस्ट पत्नी भागी और आज नवजोत सिंह सिद्धू कौन लेगा जिम्मेदारी …,0
ज्यादातर लोगों में एक ही कॉम्बिनेशन इनहेलर से इलाज संभव है,1
घटना के बाद दहशत के चलते व्यापारियों ने मंडी बंद कर दी,0
मिस जूलिया के रूप में कंगना रनोट आरंभिक दृश्यों में ही भा जाती हैं,1
इन प्रसंगों में शाहिद कपूर ने पापुलर हीरो की तरह जवांमर्दी दिखाई है लेकिन उनकी कदकाठी और चेहरे का साथ नहीं मिल पाता,0
परिजनों ने स्कूल प्रबंधन पर लापरवाही का आरोप लगाते हुए शिकायत दी,0
ब्वाहाहाहाहाहा नेताजी को जो उपनाम दे के सन्मानित किया है भाई तेरे लिए मान और बढ़ गया,1
हर चीज़ नक़ल पर या नाम बदल कर ही अपनाई जा रही है से हो गया पटेल प्रतिमा या प…,1
आज से ही जम्मू कश्मीर से जिहादियों और अलगाववादियों का बुरा वक्त शुरू क्या आप भी महसूस कर सकते है एक महामानव की राष्ट्रनीति,0
मैं पंचायत द्वारा स्वीकृत कार्य ही कर रहा हूँ,1
‘दो लफ्जों की कहानी’ ऐसी ही घिसीपिटी पटकथा पर पसरी फिल्म है,0
भड़ाना कांग्रेस छोड़ चुके हैं पहले आईएनएलडी में गए थे अब बीजेपी से विधायक हैं,1
मुझे उस दौरान फिल्म के रिलीज के लिए काफी कठिन समय से गुजरना पड़ा था,0
उन्हें इतना गुस्सा आया कि वो अपना बल्ला मिशेल स्टार्क पर फेंकने को मजबूर हो गए,0
सज्जनों का आदर करो,1
उन्हों ने स्क्रिप्ट के दायरे में उम्दा करने का प्रयास किया है,1
दुनिया में यह बहुत बड़ी समस्या है कि मूर्ख और कट्टरपंथी अपने आप को बहुत बड़ा समझते हैं जबकि समझदार लोग हमेशा अपनी काबलियत पर संदेह करते हैं,0
इलाहाबाद हाईकोर्ट द्वारा कासना गांव में जमीन का फीसद अतिरिक्त मुआवजा देने के निर्देश से करीब सौ किसान लाभान्वित होंगे,1
लगातार दो जीत दर्ज करके रॉयल्स के हौसले बुलंद है,1
उसकी बात सुनते ही श्याम का चेहरा रुआँसा हो गया,0
प्रत्याशी व उनके समर्थक प्रचार अभियान को गति देने में पूरी ताकत से जुट गए हैं,1
गोवा में महिला के साथ जमकर मारपीट,1
बंगाल को लगातार तीसरी हार का सामना करना पडा और उसे अभी अपना खाता खोलना है,0
इसके विपरीत चेन्नई की टीम बल्लेबाजी गेंदबाजी और क्षेत्ररक्षण में शानदार रही है,1
कृष्ण की बाँसुरी सुनकर गोकुलवासी लुब्ध हुए,1
वसंत ऋतु के समाप्त होते ही हवा गर्म होने लगती है,0
तपतपाते बाजारू मौसम में यह सुकून देती है,1
सेनाओं द्वारा राष्ट्र की सीमाएँ भलीभाँति रक्षित है,1
यह क्षमता बचपन से विकसित होती रहती है और यह स्कूल से लेकर जीवन के हर क्षेत्र में सफलता की कूंजी होती है,1
सचिन को बिना हैल्मेट के बैटिंग करते देख उन्हें लगा कि छोटा बच्चा मेरा मजाक कर रहा है और उन्हेंने ताबड़तोड़ बाउंसर मारना शुरू कर दिया,1
