text,label
美國 的 偵探小說 大 多屬 硬漢 派 風格 例如 開 山之作 雷 蒙 183 錢 德 勒 再 比如 布 洛克 的 馬 修 183 斯 卡 德 探案 系列 而 這本 女性 作家 所 撰寫 的 佳作 則 展現 了 女性 特有的 細膩 和 執著 以及 在 一個 男人 世界中 頑強 生存 和 抗爭 的 堅毅 當然 仍然 逃 不 開 美國 文化 特有的 個人 英雄 主義 情節 作為 法 科 學生 而言 閱讀 本書 對於 美國 的 法律 制度 倒 也有 一番 另 類 的 瞭解 非常 期待 本 系列 的 其他 佳作,1
3 鍵盤 人性化 設計,1
美中不足 是 書 本 和 編輯 質量 比 前面 幾本 小巫 的 書 有 明顯 下降 啊 看起來 不是 那麼 舒服 美觀 了 估計 很多 中國 的 父母 們 不可能 全盤 接受 小巫 的 很多 觀點 但 畢竟 能 給 自己 孩子 的 教育 帶來 另一 個 借鑑 的 角度 還是 很 受益 匪 淺 的 另一 個 就是 感慨 生活 在 中小 城市 對 孩子 的 啟蒙 教育 的 選擇 太少 不可能 像 北京 那樣 找到 種類 繁多 真正 適合 孩子 的 啟蒙 學校 惋惜 之餘 希望 個性 教育 能 早點 普及 祖國 各地,1
沒 住 過 其他 酒店 下次 來 還是 想 住 這裡,1
一 打聽 原來是 當地 交通局 開 的 怪不得,0
白色 很 漂亮 指紋 不是 很 明顯 鍵盤 很 舒服 電池 也 不錯 當時 就是 看好 電池 和 體積 小巧 攜帶方便,1
房間 比較 寬敞 環境 比較 好 酒店 服務 可 卷 可點 價格 比較 合理 認為 應該是 到 周 莊 遊玩 比較 好的 選擇 總體 感覺 不錯,1
雖然 不能 達到 說的 9 5 小時 不過 可以 用 7 個 小時 也 很 牛 了 樣子 不錯,1
根本 不是 酒店 不是 人 住 的 房間 加 洗手間 一共 就 6 個 平方 走路 的 地方 都沒有 而且 衛生 設施 非常 差 電視機 小 的 看不到 加起來 才 3 頻道 簡直 就是 難民營 強烈 建議 大家 不要 圖 便宜 住 這家 酒店,0
一直 很喜歡 閱讀 歷史 方面 的 書籍 明朝 那些 事兒 在 書店 裡 頻頻 看到 而且 每次 都在 顯眼 的 位置 但是 對於 網上 的 熱 捧 倒也 不十分 感冒 乘 假期 買 了 一本 想 讀 一讀 看了 首篇 發現 作者 的確 寫的 挺 精彩 而且 要 把 歷史 這個 嚴肅 的 話題 寫作 的 不 沉重 可見 作者 確實 耗費 了 很多 心思 或許 就像 序 裡 寫 道 以 輕鬆 的 筆調 寫 歷史 卻不 輕鬆 一切 都是 希望 讀者 在 輕鬆 中 徜徉 在 過去 的 事兒 的 沉澱 裡 並能 從中 還原 歷史 的 本來面目,1
3 房間 還算 乾淨,1
賓館 反饋 2008 年 7 月 31 日 尊敬 的 各位 賓客 大家 好 感謝 您們 前期 選擇 入 住 新疆 屯 河 華美 達 酒店 及 對本 酒店 的 評價 對於 前期 大家 入 住 本 酒店 未能 達到 滿意 我們 深表 歉意 本 酒店 於 2008 年 5 月 對 酒店 進行 了 全新 的 改造 包括 房間 內 的 裝修 設施 的 配備 及 對 客 服務 態度 等 方面 希望 通過 我們 的 歉意 和 工作 上 的 改進 能 得到 您們 的 諒解 並 歡迎 您們 今後 有 機會 再次 光臨 我們 會盡 心 打造 好 每一個 細節 使 您們 居住 滿意,1
這本書 紙質 不 怎樣 內容 也不 怎樣,0
一個 字 差 啊 冷 啊 暖氣 沒有 空調 太 差,0
入 住 後 給 的 第一 間 房 噪音 巨大 前臺 肯定 知道 故意 給 的 換 第二 間 外面 大雨 房間 小雨 前臺 肯定 也 知道 這個 房間 漏雨 故意 的 換 到 第三 間 才能 安穩 睡個 覺 這個 酒店 實在 太 爛 了 服務 不是 一般 的 差,0
看了 網上 的 很多 好評 才 買 感覺 受 欺騙 了 這 叫好 書 嗎 畫面 陰沉沉 的 連 我 看了 都想 睡覺 更 不要 說給 孩子 看 其實 書 原本 的 旨意 是 很好 的 但從 國外 拷貝 過來 後 畫面 真的 太 醜 了 真的是 一點 興趣 都沒有 想 退,0
房間 狀況 相當 不錯 和 我在 南京 入 住 的 5 星 酒店 基本 一致 服務 態度 和 酒店 環境 都 比較 令人 滿意 唯一 的 問題 就是 退房 時 檢查 房間 用 了 近 40 分鐘 不知道 他們 查 些 什麼 花了 那麼 久,1
三 月底 就 這 連 天 的 陰雨 上 冊 慢慢 讀完 了 上 冊 給人 留下 最 深刻 的 印象 用 一個 詞 概況 就是 推陳出新 在 舊有 的 廢墟 上 建立 新的 文明 似乎 比 沿襲 舊有 的 更有 生命力 和 創造力 那麼 這對 我們 這個 變革 的 時代 這個 特殊 的 2009 又有 哪些 啟示 呢 下 冊 介紹 近代史 會 更多 的 介紹 近代 的 文明 和 變遷 讀 史 方 知 更替 以 史 為 鑑,1
不會 再去 住 了,0
海景 房 能 看到 非常 美麗 的 景色 儘管 價錢 貴 但是 非常 值得,1
沒有 遇到 過 看 視頻 黑 屏 的 情況,1
超 讚 雖然 窗 正 對 中 環 但 一點也不 覺得 吵 房間 很 乾淨 整齊 給人 很 舒服 的 感覺 服務 也 很好 價格 也不 貴 非常 滿意,1
在 吃飯 的 時候 正巧 遇上 一個 酒店 的 遊客 我 問 他們 水 能不能 用 他們 說 水 很好 沒 問題 啊 我 問 他們 是 幾號 樓 的 他們 說 2 號 樓,0
以前 沒 聽說 過 著名 的 西班牙 詩人 一個 朋友 推薦 的 譯者 的 水平 毋庸置疑 老 翻譯 家 了 比較 到 位 文字 緊湊 洛 爾 卡 的 詩 很 西班牙 音樂 有 很大 關係 看過 他的 生平 就 知道 了 詩歌 中有 很多 音樂 的 元素 和 意象 總之 如果 喜愛 詩歌 值得 一讀 且 這個 版本 折扣 之後 並不 貴 書 挺 厚 詩句 本身 很短 大片 留白 有點 奢侈 哈哈 印刷 中規中矩 不 花 哨,1
我 怎麼 寫 評論 啊 都 倆 星期 了 我的 書 長 什麼 樣 還沒 見 到 呢,0
好 開心 終於 拿到 這個 本 本 了,1
環境 比較 不錯 做為 柳州 本地 升級 上來 的 四星 酒店 來說 還是 比較 不錯 的 並且 服務 員 的 態度 也是 非常 好的 在 房間 中 撥 打 國內 長途 免費 這是 隻 有 柳州 地區 才有 的 較為 有 特色,1
酒店 的 大堂 太 小 裝修 也 感覺 比較 舊 了 服務 人員 態度 不是 好 最後 還是 找 的 一個 外國 服務 生 辦理 入 住 感覺 比 中國 服務 生 態度 要好 總體 感覺 起來 不像 是 五星 反而 像 四星 賓館 兩個 人才 送 一個 巧克力 唉 也不 至於 這麼 小氣 吧 中間 服務 生 打掃 房間 之後 特意 把 依 雲 礦泉水 放在 床頭 醒目 的 位置 目的 就 不用說 了 洗漱 用具 是 三星 級 標準,1
太美 了 空氣 綠化 人 流量 溫泉,1
第一次 入 住 感覺 很 差 賓館 服務 人員 的 態度 不好 強烈 的 不滿 怎麼 評 上 五星 的 退房 時 頭 一次 碰到 要 在 兩個 櫃檯 間 來回 的 折騰 才能 退房 的 酒店 這是 我 第一次 入 住 也 將是 最後 一次 拜拜 了,0
補充 點 評 2008 年 1 月 24 日 唯一 讓 我 滿意 的 就是 門口 的 門 童 我 出門 吃飯 的 時候 他 很 親切 的 幫 我 叫 車 還跟 我 解釋 說 由於 現在 是 下班 時間 又是 出租 車 交接 班 麻煩 我 稍等 一下,0
幫 同事 買 的 價格 便宜 配置 也 不錯 讓 我 感悟 自己 總是 迷信 外國 牌子 是不是 不太 明智 了,1
很好 看 的 一 本書 貌似 言情小說 卻又 夾雜 了 很多 的 藝術 與 史實 在 其中 第一次 真正 感受到 宋代 皇族 的 生活 隱約 覺得 這樣 的 描寫 才是 更 貼切 的 他們 的 服飾 言 談 居所 以及 情感 與 曾經 的 意識 大相徑庭 但是 這樣 的 一切 是 那樣 的 神祕 和 吸引 人 他們 的 情感 與 常人 無 異 但是 他們 的 處理 方式 和 選擇 結果 卻 與 常人 太 不同 無奈 卻又 不得不 為 其實 不光是 皇家 即便 是 普通 的 人 又有 多少 無奈 呢,1
2 性能 還 行 一般 辦公 用 用 夠了,1
這 鬼 地方 真的 太 爛 了 哪 像 人 住 的 簡直 難民營 一幫 老頭 老 太 在 樓 道里 聊天 空調 想 是 出土文物 一股 很 重 酶 味 電視 也 裝 了 有線 的 可 就是 隻 能 收 3 個 頻道 還看 不清 人像 當晚 差點 暈 過去 阿 希望 各位 同仁 別 去住 另外 我 覺得 攜 程 對 酒店 的 硬件 評估 有 問題 或者 在 與 酒店 狼狽為奸,0
面前 就是 高架 實在是 太 吵 了 一 晚上 沒 睡,0
環境 不錯 8 月 18 號 入 住 8 月 16 號 安裝 好了 電梯 預約 人員 對 此 信息 不 瞭解 這 幾 月 出行 最好的 酒店 了 價格 偏高,1
小孩 馬上 上 小學 了 想 買 一本 適合 他 閱讀 的 書 要求 是 字 簡單 故事 能 吸引 人 最好 讓 小孩 在 閱讀 時 有 一些 啟發 或者 說是 收穫 網上 評論 不錯 看看 目錄 上有 幾個 故事 以前 看過 挺好 抱著 試試看 的 心情 買 了 一套 回到 家 和 小孩 一起 朗讀 我們 很喜歡 看得出來 所有 的 文章 都是 編輯 精心 選擇 的 除了 對 小孩 來講 生 字 有點 多 外 生 字 多 一點也沒 關係 再 大 點 就 可以 自己 讀了 各項 指標 均 達到 了 要求,1
已經 是 第二次 入 住 這家 酒店 了 感覺 上 還是 第一次 住 的 面對 柳 江 的 房間 景觀 比較 好 不過 這次 來 酒店 前面 的 路 已經 修好 了 交通 很 方便 酒店 的 服務 員 依然 一如既往 的 微笑 服務 特別 推薦 一下 30 樓 的 旋轉 餐廳 夜幕 降臨 時 分 來 這裡 用餐 看 柳 江 兩岸 的 景色 很美 不過 這家 酒店 不適合 打 長途電話 1 8 元 分鐘 是 我 住 過 的 電話 費 收費 最高 的 一家,1
酒店 硬件 來講 應該是 不錯 的 就是 位置 比較 遠 離 市 中心 和 商業 區 都不是 很 方便 去 的 時候 又 剛好 趕上 出租 車 罷工 出行 相當 的 不 方便 但 因為 就在 市政府 對面 基本 來 餐廳 吃 東西 的 人 都是 裡面 工作 的 人 所以 餐廳 是 不錯 的 如果 不 考慮 交通 的 問題 建議 選擇,1
本次 入 住 提供 的 房間 較為 滿意 服務 耐心 特別 是 飯菜 比較 可口 牛排 是 比較 專業 水準 的 有 聖誕 氣氛 不錯,1
關於 酒店 套房 設施 太 為 陳舊 實在 與 289 的 價格 不符 尤其是 一樓 客廳 的 沙發 簡直是 房間 的 最大 敗筆 灰 綠色 的 沙發 實在 很像 從 垃圾堆 裡 檢 出來 的 套房 在 1 層 是 上 下層 的 複式 結構 上層 無 窗戶 下層 有 窗戶 窗戶 外 1 米 是 一 堵 高牆 可以 依稀 透進來 一點 光線 感覺 就是 地下室 睡覺 前 在 屋子裡 拍 蚊子 拍 死不 下 20 只 住 如 家住 了 不少 店 這樣 的 房間 還是 第一次 遭遇 出遊 不想 影響 心情 所以 回來 後 再 投訴 希望 如 家 和 攜 程 能 有所 反饋,0
每次 讀 這種 書 總是 受益 良 多 我們 在 熙熙攘攘 的 社會 裡 奔波 太 需要 這種 書 來 幫助 我們 讓 我們 懂得 身體 的 寶貴 珍惜 我們 的 生命 更為 重要 的是 它 教會 我們 如何 去 保護 修復 自己 的 身體 去 更好 地 生活 去 更好 地 實現 自己 的 人生 理想 建議 每個人 都應該 有 這類 書籍 有空 多多 讀 讀 讓 自己 活得 更加 輕鬆愉快 當 你 按 著書 的 旨意 去 嘗試 你 也許會 有 更多 的 獲得 祝你 身體 健康,1
二十四史 整整 63 本 中華書局 這些 惹人 的 字眼 怎能 不 心動 啊 象 極 了 小時候 買 一套 連環畫 的 過程 先到 書店 選 好了 版本 和 價格 然後 一次 次 去 翻 最後 經過 多次 的 比較 和 選擇 最後 再 尋找 機會 向 父母 提出 要求 跟 老婆 要求 後 立刻 從 股票 收益 裡面 拿出 部分 多 買點 這些東西 可以 留給 兒子 的 也可以 影響 他的 成長 搬到 家 後 立刻 吧 書櫥 裡面 的 舊書 挪 到 床 底 把 這些 煌煌 鉅著 放在 顯眼 的 地方 好 一個 喜新厭舊,1
性 價 比 極高 我在 蘇 寧 買 4699 東東 才 4399 功能 很 全 用 起來 很 滿意 夠用 了,1
1 鋼琴 漆 很 滑 很亮,1
承諾 的 第二 日 送貨 根本 實現 不了 我 已經 等 了 2 天 了 問 客 服 也是 敷衍 說 再 聯繫 到 現在 也沒 人 聯繫,0
一 酒店 的 空調 不是 24 小時 的 每天 上午 9 點到 13 點 沒 空調,0
酒店 臨街 但 還是 建議 住 臨街 的 房間 因為 酒店 後面 有 中央 空調 噪音 也不 小 威海 到了 晚上 11 點 之前 基本 馬路 上 車 就不 多 了 所以 臨街 的 房間 反而 要 安靜 點,1
高性能 低 價格 三千元 本 本 中的 殺手,1
便宜 的 價格 在 這個 價位 來說 配置 應該 說是 最好的 了 剛 開始 用 沒 發現 什麼 缺點,1
交通 很 便利 環境 尚可 提供 的 早餐 也 比較 好 就是 舊 了 一點 總體 上 說 還是 令人 滿意 的,1
酒店 比較 老 設施 一般 但是 服務 相當 好 價格 也 比較 合理 值得 推薦,1
補充 點 評 2007 年 10 月 22 日 順便 說 一下 前臺 竟然 不知道 長途電話 的 收費 標準,0
五 結賬 時 要 個 信封 沒有,0
各種 勵志 成功 學 的 書 汗牛充棟 自己 多年 以來 也 讀了 不少 後來 乾脆 對於 這種 書 敬而遠之 因為 這種 書 中 往往是 自我 催眠 各種 雕蟲小技 給人以 智慧 的 實 屬 鳳毛麟角 但是 鄭 老師 的 書 以 佛教 智慧 貫穿 融合 現代 人的 感受 和 困惑 幫助 人 轉 識 成 智 讀後 讓人 覺得 內心 溫暖 同時 又 加強 了 智慧 的 判斷力 臺灣 人的 人文 主義 教育 傳統 文化 的 教育 對於 人 內心 世界 的 關懷 可能 要 比 新富 的 大陸 的 更加 進步 一些,1
入 住 華僑 大廈 從 門 童 前臺 帶 房間 服務 人 都 態度 很好 很 熱情 對 客人 的 要求 反應 很快 我 因為 帶了 孩子 要求 多 送 一套 洗漱 用品 到 房間 剛 放下 電話 沒 多久 服務 員 就 送來 了 對 一些 我們 詢問 的 怎麼 去 泰山 玩 附近 有 什麼 好吃 的 等 問題 都很 耐心 的 回答 房間 有 歡迎 果 盤 而且 分量 不小 很 實在 呵呵,1
看了 華爾街 的 發展 史 再 結合 中國 當前 金融 市場 的 現狀 和 種種 問題 不禁 感慨 我們 和 人家 的 差距 實在是 太大 美國 資本 市場 發展 到 現在 的 成熟 程度 是 經歷 了 不斷 的 否定 破壞 以及 重 塑 是 經歷 了 甚至 是 血 的 教訓 的 我們 是 不可能 一蹴 而 就 的 硬件 很 容易 達到 標準 可是 人心 是 不可能 在 短短 的 幾十年 內 改過來 的 我們 在 以後 會 一直 吃虧 吃完 啞巴 虧 之後 能不能 改 有所 吸收 有所 創新 而不是 變得 保守 和 停滯 我 覺得 是 關鍵,1
一個 字 差,0
總的來說 還是 可以 的 不過 跟 內地 的 酒店 相比 應該 不夠 四星 的 標準 如果 價格 能 再 便宜 點 下次 我 還會 考慮 選擇 該 酒店 入 住 的,1
從 門 面 來看 該 酒店 就 顯得 不夠 氣派 雖然 樓層 很高 房間 從來沒有 安排 到 過 正面 湖 景 的 尤其是 前臺 的 接待 的 水準 實在 差 有 怨婦 狀 的 有 面 無表情 的,0
房間 的 話 設施 老了 空調 漏了 一個 晚上 的 水 單 人間 衛生 間 很 簡陋 20 元 的 自助 早餐 也就 5 元 的 水平 總體 來說 要求 不高 的 話 就 只能 隨便 住 住 的 地,0
請問 有些 字 打錯了 我 怎麼樣 才可以 回去 編輯 一下 啊,1
竟然 有 如此 差 的 酒店 樓下 的 居然 說 滿意 還有 哪有 什麼 接機 送 機 免費 我 真 懷疑 你是 媒 子,0
上週 去住 了 兩晚 本來 想 住 鳶 飛 訂 的 時候 沒 房 了 攜 程 給 推薦 了 這家 服務 真的 不錯 還有 水果 閻 蕾 小姐 還 親自 打電話 問候 每年 都去 濰 坊 好 七 八次 這 地 就 常住 了,1
這本書 送到 的 時候 就是 全 溼 了 但是 就 給 你們 的 客 服 打電話 了 說 會 安排 人 過來 取 書 並 辦 退款 手續 可是 到 現在 我又 跟 你們 定 了 3 次 書 了 那 次 該 退 的 錢 還沒 退 該 退 的 書 也 沒來 取 是否 效率 太 底 了 已經 投訴 1 次 了 石沉大海 希望 這次 不要 投訴 不是 此 書 內容 是 服務 態度 苦於 其他 方式 的 投訴 電話 和 網絡 留言 都 使用 了 但是 沒 效果 所以 在 這 試 一下,0
2 不錯 的 酒店,1
這是 一個 安 意 如 非常 青睞 的 故事 是 她 推薦 的 小說 我是 她 忠實 的 讀者 對 她的 品位 從不 懷疑 當 我 看完 這本 小說 的 時候 我 對於 鵪鶉 的 崇拜 更進一步 這 真是 一個 令人 著迷 的 故事 一個 能 給 你 內心 帶來 激盪 的 作品 我 可能 用 2 個 多 小時 就讀 完了 它 流暢 得 讓 我 自己 驚訝 因為 它 不完全 是 文字 的 而是 有 聲音 有 畫面 的 裡面 精美 的 插圖 和 漂亮 的 書籤 更 讓 書 的 人物 在 你 腦海中 形成 影像 柑橘 與 檸檬 的 歌聲 彷彿 在 遠處 不停 的 迴響,1
唯一 令人 欣慰 的是 我 找 服務 檯 投訴 時 接 電話 的 態度 很 不錯 反覆 的 說 屋裡 都是 這個 味道 我們 也 沒辦法 提示 我 開窗 通風 既然 別 的 屋 也 這麼 臭 我 內心 多少 平衡 一些 不過 我 下次 絕對 不會 再來 了,0
真 沒想到 我會 看著 看著 就 哭了 如果 說 第一 本書 暮色 給 我的 感覺 是 甜蜜 那麼 這一 本書 就是 悲傷 從 愛德華 轉身 離開 貝拉 的 那 一刻 開始 貝拉 心 被 掏空 了 而 我也 難受 到了 極點 很 奇怪 這本書 的 描寫 很 貼近 我們 談 戀愛 時 的 感受 簡直 太 真切 了 貝拉 出現 幻覺 時 我 覺得 她 已經 有點 瘋了 已經 失去 自我 了 愛德華 帶走 了 她的 一切 她 甚至 用 傷害 自己 的 方式 來 換取 一 瞬間 愛德華 的 幻覺 可憐 的 女孩 啊 我們 在 談 戀愛 時 不 也 曾 這樣 迷失 過 自我 麼 在 查理 向 愛麗絲 描述 貝拉 剛 失去 愛德華 時 的 表現 我的 心 不停 在 抽 痛 太 可憐 了 貝拉 我 用 了 三天 的 時間 把 這本書 完整 看完 哭了 大 半天 描述 得 太 真切 了,1
終於 萌發 了 要 買 哥 們 兒 實體 書 的 念頭 當然 首 選 就是 四面 牆 了 結果 缺貨 只好 退而求其次 買 了 背叛 和 外遇 外遇 還沒 看 不敢 瞎說,1
房間 衛浴 水準 太 差 面盆 的 下水 是 壞的 居然 要用 手 去 把 下水 給 摳出來 衣櫥 的 燈 的 開關 是 壞的 把 門 關上 燈 還 亮著 衛生 間 裡 粘 兩個 滅 蟑螂 的 盒子 讓人 看了 很不 舒服,0
看過 嘟嘟 和 巴豆 後 就 覺得 這本書 買 怨 了,0
福建 山水 大 酒店,1
圖 太 亂了 有點 看 不懂 重點 講 故事 的 時候 很難 讓 孩子 集中 圖畫 和 字 能夠 規則 一些 更好 些,0
大堂 和 房間 的 裝修 豪華 很好 距離 廣州 很 近 推薦,1
很 實用,1
是 一個 入門 的 方法 作者 通過 一定 的 特別 是 資金 管理 的 方法 強制 自我 操作 紀律 從而 克服 人 性的 弱點 把 交易 進行 記住 是 長期 進行 下去 我認為 是 必要 的 方法 也是 有 效果 的 對於 資金 的 管理 書 中 對 一些 買賣 點 沒有 說明 的 很 系統 但是 可以說是 領 大家 入門 而已 特別 第一 部分 的 內容 是 市場 參與 必須 的 基本 知識 買賣 的 系統 還要 靠 大家 慢慢 探索 提高 進場 的 勝算 機率 回到 問題 的 實質 提出 資金 的 管理 是 重要 的,1
外觀 舊 停車場 小 亂 還 另外 收錢 不過 酒店 還 乾淨,1
賓館 反饋 2008 年 5 月 7 日 河北 世紀 大 飯店 是 石家莊 第一 家 五星級 大 飯店 於 200 年 開業 已經 運營 了 8 年 現在 飯店 已經 在 進行 硬件 的 裝修 改造 不斷 提高 飯店 市場 競爭力 目前 私 享 行政 樓層 房間 全部 裝修 改造 完畢 接下來 飯店 將 繼續 對 其他 樓層 房間 逐 層 進行 裝修 升級 希望 您 再次 下榻 河北 世紀 大 飯店,1
服務 態度 很好 不管是 前臺 還是 後勤 人員 均 很 熱情 以 禮 待人,1
其次是 不知道 為什麼 房間 的 小 強 不少 一 晚上 看到 4 個 我 5 歲 的 女兒 問 我 她 晚上 睡著 的 時候 小 強 會 咬 她 鼻子 嗎,0
5 音響 效果 確實 不錯,1
味道 實在是 很難 聞 接受 不了 畫面 也 太 雜亂 2 歲 多 的 兒子 一定 不會 喜歡 我 都 懶得 看 任憑 小雞 再 個性 也 得 先 有 興趣 看 才行 啊 買 的 失敗,0
這是 一套 非常 紅火 非常 受 孩子 們 喜歡 的 書 因 同名 的 電視劇 和 電影 的 播出 書 也 變得 非常 熱 孩子 一直是 非常 喜歡 從 貼紙 到 書 到 電視劇 甚至 是 毛 絨 玩具 都要 佔為己有 才 安心 確實 這 書 也是 畫面 精美 圖案 逼真 對話 風趣 幽默 別 具 特色 有時候 我 自己 閒來 也會 翻 看一下 給 自己 一點 輕鬆 唯一 的 缺點 也是 太 長 了 等待 也是 很 痛苦 的 一件 事情 哦,1
住 的是 東 樓,0
晚上 蚊子 很多 本人 及 住在 另一 間 房 的 朋友 都 被 蚊子 咬 醒 在 房間 內 找不到 驅 蚊香,1
寫得 是 現實 了 一些 而且 只 停留在 文字 表面 不 深入,0
以上 兩個 缺點 找了 服務 員 也沒 解決 服務 員 只是 說 大家 都是 一樣 的 統一 的 也沒有 解決 辦法,1
對 房間 的 大小 設施 沒有 過 高 的 要求 畢竟 是 經濟 型 酒店 最 讓人 受不了 的是 其中 的 一間 房 臭氣 熏 天 請 服務 員 弄 了 3 次 仍舊 臭 無 語,0
物超所值 此次 我們 是 訂 的 三個 房間 感慨 中西部 的 服務 有 時 比 發達 地區 好多 了,1
酒店 設施 很 差 根本 不像 四星 酒店 衛生 間 的 鏡子 邊上 已 破爛 不堪 馬桶 也 下 不去 水 酒店 裡 吃 晚飯 時 只有 3 桌 但 等 菜 半個 多 小時 服務 員 都 搞 不清 菜 該 上 哪一 桌 唯一 感到 滿意 的是 房間 很大,0
買來 送 個 媽媽 級 的 人 了 書 質量 不是 很好 很 容易 就 散 掉了 象 盜版,0
6 前臺 態度 還 不錯,0
接口 豐富 做工 比較 精緻 鋼琴 烤 漆 的 鍵盤 很有 特色 觸摸 板 觸感 一流 但是 兩個 按鍵 比較 硬 散熱 性能 很好 揚聲器 音質 也 不錯,1
我 只想 建議 攜 程 儘快 將 該 酒店 的 協議 廢除 以免 其他 客人 受苦 影響 攜 程 的 信譽,0
地點 是在 鬧市 區 去 逛街 很 方便 房間 除了 是 地板 其他 還 過 的 去 寬 帶 要 收費 不爽 早餐 一般 不過 魚丸 味道 還可以,0
想 延遲 1 小時 退房 被 告知 延遲 退房 按 鐘點 房 收費 每小時 50 元 太 沒有 人性 了 不知道 提前 退房 有沒有 獎勵,0
我 上次 在 噹噹 網上 買 的 書 只有 這 一部 花 的 錢 最 值得 南 先生 真是 博學 古文 不好 要 想 了解 傳統 文化 的 精神 可 先從 讀 南 懷 瑾 先生 的 著作 入手 很多 人 寫書 其他 書 上 怎麼 怎麼 雲 自己 不去 領悟 求證 就 開始 人云亦云 胡說八道 南 先生 對 儒家 道家 佛家 自己 不僅 潛心 研究 經典 而且 根據 自己 的 領悟 去 修 證 看 經典 所 說 是否 對 這 太 男 得了 向 大家 分享 我 讀 南 先生 著作 的 心得 與 感受,1
只能 說 恐怖 特價 房 裡面 居然有 兩 扇 門 雖然 大 不太 但 也 讓 你 睡 不好,0
優點 1 交通 比較 方便 離 中山北路 地鐵 站 步行 5 分鐘,0
單 人間 房間 極小 只能 放下 張 小 床 和 一張 小 沙發 第 一個 房間 空調 壞了 換 了 個 房間 連 沙發 都沒 了 房間 設施 陳舊 只是 衛生 間 還可以 根本 達 不到 四星級 標準 連 如 家 這類 商務 酒店 都 趕不上 強烈 不 推薦,0
我 客人 投訴 他 11 月 30 日 入 住 的 房間 床上 有 小 東西 咬人 咬了 十多個 小 紅點,0
先生 在 8 29 入 住 時 收銀 臺 人員 竟然 可以 將 入 住 刷卡 時 的 預 授權 800 元 當做 消費 來給 客人 刷 信用卡 還 打算 撕走 一張 憑證 當時 沒 注意到 但 幸好 三 張 憑證 都要 回來 了 9 5 發現 問題 後 先生 給 酒店 的 收銀 臺 打 了 電話 在 現在 9 7 號 都沒 人 回覆 真是 素質 與 服務 都不是 一般 的 差 幸好 另外 找了 信用卡 銀行 在 跟進 了 真 不知 這 800 元 最後 會 怎麼樣 呢,0
